FlightNumber,Airline,DepartureAirport,ArrivalAirport,ScheduledDepartureTime,ActualDepartureTime,DelayDuration,DelayCause,Date,PassengerImpact,FlightStatus
AS883,American Airlines,JFK,SEA,20-03-2025 00:15,20-03-2025 00:25,10,Security,20-03-2025,Minimal,Delayed
JB788,Alaska Airlines,JFK,ORD,05-04-2025 01:45,05-04-2025 04:45,180,Technical,05-04-2025,Major impact,Delayed
UA339,Alaska Airlines,PHX,DEN,15-03-2025 19:30,15-03-2025 19:45,15,Security,15-03-2025,Minimal,Delayed
UA381,American Airlines,MIA,ATL,22-03-2025 21:45,22-03-2025 21:50,5,Crew,22-03-2025,Minimal,Delayed
AS490,JetBlue Airways,DEN,SEA,22-02-2025 04:30,22-02-2025 07:30,180,Late Aircraft,22-02-2025,Major impact,Delayed
UA978,Alaska Airlines,ATL,MIA,28-04-2025 01:45,28-04-2025 01:45,0,None,28-04-2025,Minimal,On-time
DL497,Delta Air Lines,ORD,DFW,12-02-2025 20:00,12-02-2025 20:00,0,None,12-02-2025,Minimal,On-time
AA648,Alaska Airlines,DFW,JFK,04-02-2025 12:00,04-02-2025 12:00,0,None,04-02-2025,Minimal,On-time
JB841,Alaska Airlines,MIA,DFW,03-03-2025 06:30,03-03-2025 06:35,5,Technical,03-03-2025,Minimal,Delayed
AS220,Alaska Airlines,SEA,DFW,31-03-2025 19:15,31-03-2025 19:45,30,Security,31-03-2025,Moderate,Delayed
UA489,Southwest Airlines,MIA,DEN,09-02-2025 08:30,09-02-2025 10:30,120,Late Aircraft,09-02-2025,Major impact,Delayed
AS580,United Airlines,DFW,SFO,10-02-2025 13:00,,,Security,10-02-2025,Missed connections,Cancelled
UA256,Delta Air Lines,DEN,DFW,18-02-2025 18:15,18-02-2025 19:15,60,Crew,18-02-2025,Moderate,Delayed
SW840,Alaska Airlines,SEA,MIA,22-01-2025 23:30,23-01-2025 02:30,180,Late Aircraft,22-01-2025,Major impact,Delayed
JB757,American Airlines,MIA,JFK,18-04-2025 02:00,18-04-2025 02:00,0,None,18-04-2025,Minimal,On-time
AS336,American Airlines,ATL,JFK,28-01-2025 16:45,,,Security,28-01-2025,Missed connections,Cancelled
AA117,JetBlue Airways,ORD,PHX,06-02-2025 00:45,06-02-2025 00:45,0,None,06-02-2025,Minimal,On-time
AA198,JetBlue Airways,ATL,ORD,25-01-2025 19:30,25-01-2025 19:30,0,None,25-01-2025,Minimal,On-time
SW180,United Airlines,SFO,MIA,14-03-2025 07:15,14-03-2025 07:25,10,Weather,14-03-2025,Minimal,Delayed
SW486,JetBlue Airways,SEA,JFK,23-03-2025 00:15,23-03-2025 01:45,90,Crew,23-03-2025,Major impact,Delayed
AA335,Delta Air Lines,PHX,SEA,04-02-2025 01:00,04-02-2025 01:45,45,Security,04-02-2025,Moderate,Delayed
AA283,United Airlines,JFK,ORD,17-03-2025 04:45,17-03-2025 04:45,0,None,17-03-2025,Minimal,On-time
JB346,JetBlue Airways,SFO,PHX,12-02-2025 12:15,12-02-2025 12:15,0,None,12-02-2025,Minimal,On-time
AA612,Alaska Airlines,DEN,JFK,13-01-2025 13:15,13-01-2025 13:15,0,None,13-01-2025,Minimal,On-time
JB709,Southwest Airlines,DEN,JFK,23-03-2025 08:45,23-03-2025 09:45,60,Security,23-03-2025,Moderate,Delayed
SW290,Alaska Airlines,PHX,SFO,11-01-2025 19:30,11-01-2025 19:30,0,None,11-01-2025,Minimal,On-time
AA374,Delta Air Lines,SFO,ATL,05-04-2025 12:30,05-04-2025 12:40,10,Weather,05-04-2025,Minimal,Delayed
SW468,United Airlines,LAX,DFW,12-01-2025 05:45,12-01-2025 08:45,180,Security,12-01-2025,Missed connections,Delayed
AA462,JetBlue Airways,LAX,SFO,21-04-2025 12:00,21-04-2025 13:30,90,Weather,21-04-2025,Major impact,Delayed
DL801,Southwest Airlines,ATL,DFW,04-02-2025 09:30,04-02-2025 09:40,10,Technical,04-02-2025,Minimal,Delayed
SW406,Southwest Airlines,LAX,SFO,02-02-2025 07:45,02-02-2025 08:15,30,Late Aircraft,02-02-2025,Moderate,Delayed
UA106,Southwest Airlines,DEN,SEA,13-04-2025 10:45,13-04-2025 11:00,15,Crew,13-04-2025,Minimal,Delayed
AS305,Southwest Airlines,DEN,ATL,20-02-2025 10:30,20-02-2025 10:30,0,None,20-02-2025,Minimal,On-time
JB900,Delta Air Lines,DEN,SEA,05-02-2025 12:30,05-02-2025 13:00,30,Security,05-02-2025,Moderate,Delayed
DL798,JetBlue Airways,JFK,MIA,01-05-2025 22:15,01-05-2025 23:00,45,Weather,01-05-2025,Moderate,Delayed
SW789,Southwest Airlines,ATL,DEN,31-01-2025 08:15,31-01-2025 08:15,0,None,31-01-2025,Minimal,On-time
AA559,JetBlue Airways,SEA,SFO,10-03-2025 16:45,10-03-2025 17:45,60,Security,10-03-2025,Moderate,Delayed
AA211,Delta Air Lines,DEN,ATL,24-03-2025 19:00,24-03-2025 20:30,90,Crew,24-03-2025,Missed connections,Delayed
AA364,Delta Air Lines,MIA,PHX,13-03-2025 18:15,13-03-2025 19:45,90,Late Aircraft,13-03-2025,Major impact,Delayed
AA594,American Airlines,ORD,SEA,28-04-2025 02:00,28-04-2025 02:00,0,None,28-04-2025,Minimal,On-time
UA419,United Airlines,SEA,DFW,08-03-2025 15:30,08-03-2025 17:30,120,Late Aircraft,08-03-2025,Missed connections,Delayed
AA929,Alaska Airlines,LAX,JFK,19-04-2025 10:00,19-04-2025 10:15,15,Technical,19-04-2025,Minimal,Delayed
JB263,United Airlines,MIA,SFO,01-03-2025 07:45,01-03-2025 08:00,15,Late Aircraft,01-03-2025,Minimal,Delayed
AS728,Delta Air Lines,SEA,SFO,19-02-2025 00:15,19-02-2025 00:25,10,Security,19-02-2025,Minimal,Delayed
JB291,United Airlines,DEN,DFW,28-02-2025 03:30,28-02-2025 05:30,120,Security,28-02-2025,Missed connections,Delayed
JB501,JetBlue Airways,LAX,SFO,15-02-2025 14:15,15-02-2025 14:15,0,None,15-02-2025,Minimal,On-time
UA729,JetBlue Airways,LAX,DFW,10-02-2025 03:15,10-02-2025 03:30,15,Crew,10-02-2025,Minimal,Delayed
JB497,Southwest Airlines,PHX,ATL,15-03-2025 12:45,15-03-2025 15:45,180,Technical,15-03-2025,Major impact,Delayed
DL291,United Airlines,SEA,JFK,21-04-2025 11:00,21-04-2025 11:30,30,Late Aircraft,21-04-2025,Moderate,Delayed
JB768,Southwest Airlines,SFO,MIA,23-02-2025 22:45,23-02-2025 22:55,10,Security,23-02-2025,Minimal,Delayed
DL399,American Airlines,ORD,DFW,10-03-2025 09:15,10-03-2025 09:15,0,None,10-03-2025,Minimal,On-time
SW662,JetBlue Airways,LAX,ATL,04-02-2025 17:30,04-02-2025 17:35,5,Late Aircraft,04-02-2025,Minimal,Delayed
SW204,Alaska Airlines,DFW,DEN,22-04-2025 01:45,22-04-2025 01:55,10,Late Aircraft,22-04-2025,Minimal,Delayed
AA894,Delta Air Lines,DFW,SFO,21-04-2025 22:45,21-04-2025 23:00,15,Technical,21-04-2025,Minimal,Delayed
AA683,United Airlines,MIA,ORD,18-03-2025 17:15,18-03-2025 18:00,45,Crew,18-03-2025,Moderate,Delayed
JB795,American Airlines,ATL,SEA,28-04-2025 01:30,28-04-2025 01:30,0,None,28-04-2025,Minimal,On-time
DL355,Delta Air Lines,DEN,DFW,08-04-2025 21:45,08-04-2025 22:30,45,Late Aircraft,08-04-2025,Moderate,Delayed
AA748,American Airlines,SFO,PHX,06-04-2025 08:30,06-04-2025 10:30,120,Crew,06-04-2025,Major impact,Delayed
AS195,Alaska Airlines,SEA,DEN,19-04-2025 02:45,19-04-2025 04:15,90,Technical,19-04-2025,Missed connections,Delayed
UA445,JetBlue Airways,PHX,ATL,14-03-2025 15:30,14-03-2025 15:30,0,None,14-03-2025,Minimal,On-time
AA201,Alaska Airlines,SEA,JFK,16-01-2025 05:45,16-01-2025 07:15,90,Technical,16-01-2025,Major impact,Delayed
UA262,United Airlines,LAX,SFO,02-02-2025 02:30,02-02-2025 02:45,15,Weather,02-02-2025,Minimal,Delayed
UA843,Alaska Airlines,DFW,SEA,25-03-2025 02:00,25-03-2025 04:00,120,Weather,25-03-2025,Major impact,Delayed
JB796,Southwest Airlines,JFK,LAX,31-03-2025 10:00,31-03-2025 10:00,0,None,31-03-2025,Minimal,On-time
DL589,American Airlines,DFW,SEA,12-01-2025 23:00,13-01-2025 00:00,60,Crew,12-01-2025,Moderate,Delayed
DL756,Alaska Airlines,ATL,LAX,09-03-2025 18:00,09-03-2025 18:15,15,Late Aircraft,09-03-2025,Minimal,Delayed
DL743,Alaska Airlines,ATL,SEA,20-03-2025 21:45,20-03-2025 21:45,0,None,20-03-2025,Minimal,On-time
AA243,American Airlines,PHX,SFO,14-02-2025 13:30,14-02-2025 13:30,0,None,14-02-2025,Minimal,On-time
AS186,Delta Air Lines,MIA,ORD,10-04-2025 22:00,10-04-2025 22:00,0,None,10-04-2025,Minimal,On-time
UA310,JetBlue Airways,PHX,MIA,25-01-2025 23:45,25-01-2025 23:50,5,Technical,25-01-2025,Minimal,Delayed
AA346,Southwest Airlines,PHX,LAX,09-03-2025 00:30,09-03-2025 00:30,0,None,09-03-2025,Minimal,On-time
JB530,United Airlines,MIA,ATL,08-04-2025 15:00,08-04-2025 15:10,10,Weather,08-04-2025,Minimal,Delayed
AA161,Southwest Airlines,MIA,ORD,22-03-2025 22:45,23-03-2025 00:15,90,Weather,22-03-2025,Major impact,Delayed
UA180,JetBlue Airways,DFW,ATL,10-03-2025 10:45,10-03-2025 10:55,10,Crew,10-03-2025,Minimal,Delayed
AS966,Delta Air Lines,JFK,ORD,12-01-2025 13:00,12-01-2025 13:05,5,Crew,12-01-2025,Minimal,Delayed
AS858,Delta Air Lines,LAX,JFK,01-04-2025 04:00,01-04-2025 05:00,60,Security,01-04-2025,Moderate,Delayed
AS365,Delta Air Lines,DEN,ATL,06-04-2025 08:00,06-04-2025 08:00,0,None,06-04-2025,Minimal,On-time
SW378,JetBlue Airways,LAX,DEN,02-04-2025 18:00,02-04-2025 21:00,180,Crew,02-04-2025,Major impact,Delayed
JB270,United Airlines,ATL,DEN,09-04-2025 03:00,09-04-2025 06:00,180,Weather,09-04-2025,Major impact,Delayed
AA350,American Airlines,SEA,DEN,19-02-2025 04:15,19-02-2025 04:15,0,None,19-02-2025,Minimal,On-time
JB922,Alaska Airlines,SFO,DFW,11-02-2025 07:45,11-02-2025 07:45,0,None,11-02-2025,Minimal,On-time
AA685,United Airlines,LAX,PHX,28-03-2025 01:15,28-03-2025 04:15,180,Weather,28-03-2025,Missed connections,Delayed
SW986,United Airlines,ORD,SFO,12-01-2025 17:45,12-01-2025 18:15,30,Crew,12-01-2025,Moderate,Delayed
UA857,JetBlue Airways,DFW,MIA,17-02-2025 18:45,17-02-2025 18:45,0,None,17-02-2025,Minimal,On-time
AS659,Delta Air Lines,ATL,JFK,30-04-2025 13:00,30-04-2025 14:00,60,Weather,30-04-2025,Moderate,Delayed
AA877,Alaska Airlines,SFO,ORD,14-01-2025 06:15,14-01-2025 06:20,5,Technical,14-01-2025,Minimal,Delayed
AA144,Delta Air Lines,MIA,SFO,31-03-2025 11:45,31-03-2025 11:45,0,None,31-03-2025,Minimal,On-time
AA617,Delta Air Lines,SFO,LAX,17-03-2025 18:00,17-03-2025 18:15,15,Technical,17-03-2025,Minimal,Delayed
UA920,Southwest Airlines,DEN,SFO,27-02-2025 08:15,27-02-2025 08:45,30,Technical,27-02-2025,Moderate,Delayed
JB211,Delta Air Lines,LAX,DFW,27-02-2025 14:30,27-02-2025 17:30,180,Crew,27-02-2025,Major impact,Delayed
SW371,American Airlines,LAX,DFW,14-04-2025 21:30,14-04-2025 21:30,0,None,14-04-2025,Minimal,On-time
AA320,United Airlines,ATL,LAX,02-04-2025 07:30,02-04-2025 07:35,5,Crew,02-04-2025,Minimal,Delayed
DL131,Southwest Airlines,SEA,PHX,06-04-2025 17:15,06-04-2025 17:25,10,Technical,06-04-2025,Minimal,Delayed
AA950,Delta Air Lines,ATL,ORD,16-04-2025 12:30,16-04-2025 12:40,10,Security,16-04-2025,Minimal,Delayed
AA122,American Airlines,DFW,MIA,14-04-2025 04:00,14-04-2025 04:00,0,None,14-04-2025,Minimal,On-time
UA225,American Airlines,SEA,JFK,22-01-2025 18:45,22-01-2025 18:45,0,None,22-01-2025,Minimal,On-time
AA491,Alaska Airlines,SFO,ATL,15-02-2025 06:15,15-02-2025 08:15,120,Technical,15-02-2025,Major impact,Delayed
JB351,Alaska Airlines,ORD,MIA,22-02-2025 17:45,22-02-2025 18:30,45,Late Aircraft,22-02-2025,Moderate,Delayed
DL758,JetBlue Airways,DFW,PHX,12-04-2025 00:45,12-04-2025 00:45,0,None,12-04-2025,Minimal,On-time
JB900,Southwest Airlines,DEN,PHX,11-02-2025 12:30,11-02-2025 13:30,60,Security,11-02-2025,Moderate,Delayed
UA159,Southwest Airlines,MIA,DEN,09-04-2025 18:15,09-04-2025 18:15,0,None,09-04-2025,Minimal,On-time
AS346,United Airlines,MIA,JFK,08-04-2025 07:45,08-04-2025 08:00,15,Technical,08-04-2025,Minimal,Delayed
UA925,Alaska Airlines,DEN,JFK,01-04-2025 22:30,01-04-2025 22:30,0,None,01-04-2025,Minimal,On-time
JB292,Southwest Airlines,MIA,ORD,23-01-2025 15:00,23-01-2025 15:30,30,Security,23-01-2025,Moderate,Delayed
JB589,American Airlines,DEN,DFW,14-04-2025 04:30,14-04-2025 04:30,0,None,14-04-2025,Minimal,On-time
UA160,American Airlines,ATL,DFW,10-04-2025 03:30,10-04-2025 03:30,0,None,10-04-2025,Minimal,On-time
AS505,JetBlue Airways,LAX,SFO,08-02-2025 10:15,08-02-2025 10:15,0,None,08-02-2025,Minimal,On-time
SW910,Alaska Airlines,SEA,DEN,23-01-2025 22:30,23-01-2025 22:45,15,Late Aircraft,23-01-2025,Minimal,Delayed
AS401,Delta Air Lines,ATL,JFK,31-03-2025 18:45,31-03-2025 18:45,0,None,31-03-2025,Minimal,On-time
JB133,Delta Air Lines,PHX,DEN,28-04-2025 19:15,28-04-2025 19:25,10,Late Aircraft,28-04-2025,Minimal,Delayed
AS179,Delta Air Lines,DEN,SFO,22-01-2025 20:00,22-01-2025 20:00,0,None,22-01-2025,Minimal,On-time
AS443,Southwest Airlines,JFK,DEN,27-01-2025 07:00,27-01-2025 07:10,10,Weather,27-01-2025,Minimal,Delayed
SW850,Southwest Airlines,ATL,SEA,05-03-2025 12:30,05-03-2025 12:40,10,Late Aircraft,05-03-2025,Minimal,Delayed
JB766,Alaska Airlines,DFW,ATL,27-02-2025 02:00,27-02-2025 03:00,60,Crew,27-02-2025,Moderate,Delayed
AA450,Delta Air Lines,SFO,ATL,04-04-2025 02:00,04-04-2025 04:00,120,Weather,04-04-2025,Missed connections,Delayed
DL721,Southwest Airlines,ATL,JFK,13-01-2025 10:15,13-01-2025 10:15,0,None,13-01-2025,Minimal,On-time
JB839,Alaska Airlines,MIA,ORD,26-03-2025 09:30,26-03-2025 09:35,5,Late Aircraft,26-03-2025,Minimal,Delayed
SW257,American Airlines,DEN,JFK,24-02-2025 02:30,24-02-2025 02:30,0,None,24-02-2025,Minimal,On-time
SW304,American Airlines,JFK,ORD,22-01-2025 20:30,22-01-2025 20:30,0,None,22-01-2025,Minimal,On-time
AA415,Southwest Airlines,SEA,MIA,25-04-2025 21:30,26-04-2025 00:30,180,Late Aircraft,25-04-2025,Major impact,Delayed
SW478,Delta Air Lines,SEA,JFK,03-02-2025 14:45,03-02-2025 15:30,45,Security,03-02-2025,Moderate,Delayed
AS783,American Airlines,LAX,SFO,14-04-2025 17:45,14-04-2025 17:45,0,None,14-04-2025,Minimal,On-time
JB162,Southwest Airlines,MIA,SFO,10-03-2025 21:45,10-03-2025 22:15,30,Late Aircraft,10-03-2025,Moderate,Delayed
SW974,Alaska Airlines,JFK,PHX,15-03-2025 16:15,15-03-2025 18:15,120,Technical,15-03-2025,Major impact,Delayed
DL229,American Airlines,SFO,LAX,29-03-2025 13:15,29-03-2025 13:15,0,None,29-03-2025,Minimal,On-time
JB364,United Airlines,LAX,ATL,19-02-2025 17:45,19-02-2025 18:30,45,Security,19-02-2025,Moderate,Delayed
AA905,Alaska Airlines,PHX,MIA,11-04-2025 13:00,11-04-2025 13:15,15,Security,11-04-2025,Minimal,Delayed
AA208,JetBlue Airways,LAX,DEN,22-04-2025 17:30,22-04-2025 17:30,0,None,22-04-2025,Minimal,On-time
AS597,JetBlue Airways,PHX,SEA,05-01-2025 05:30,05-01-2025 07:00,90,Weather,05-01-2025,Missed connections,Delayed
UA807,Delta Air Lines,JFK,MIA,28-04-2025 08:30,28-04-2025 09:15,45,Crew,28-04-2025,Moderate,Delayed
SW978,Alaska Airlines,LAX,ORD,18-01-2025 09:45,18-01-2025 09:45,0,None,18-01-2025,Minimal,On-time
AS526,JetBlue Airways,LAX,ORD,26-02-2025 06:45,26-02-2025 06:45,0,None,26-02-2025,Minimal,On-time
UA940,American Airlines,MIA,ATL,09-01-2025 09:45,09-01-2025 12:45,180,Security,09-01-2025,Major impact,Delayed
DL957,American Airlines,DFW,JFK,28-02-2025 01:30,28-02-2025 01:30,0,None,28-02-2025,Minimal,On-time
SW617,Southwest Airlines,LAX,JFK,31-01-2025 11:45,31-01-2025 12:00,15,Late Aircraft,31-01-2025,Minimal,Delayed
UA452,Delta Air Lines,ORD,LAX,06-02-2025 00:45,06-02-2025 01:15,30,Technical,06-02-2025,Moderate,Delayed
AS311,United Airlines,SFO,PHX,03-01-2025 21:00,03-01-2025 21:15,15,Technical,03-01-2025,Minimal,Delayed
AA329,United Airlines,PHX,ORD,02-04-2025 22:30,03-04-2025 00:00,90,Crew,02-04-2025,Missed connections,Delayed
SW409,Alaska Airlines,MIA,SFO,16-03-2025 03:00,16-03-2025 04:00,60,Security,16-03-2025,Moderate,Delayed
JB389,United Airlines,LAX,MIA,09-01-2025 10:30,09-01-2025 11:15,45,Crew,09-01-2025,Moderate,Delayed
AS405,Delta Air Lines,ATL,PHX,08-04-2025 07:00,08-04-2025 07:00,0,None,08-04-2025,Minimal,On-time
JB513,Alaska Airlines,DEN,ATL,03-04-2025 00:45,03-04-2025 00:45,0,None,03-04-2025,Minimal,On-time
SW514,Southwest Airlines,JFK,ORD,13-02-2025 23:15,14-02-2025 01:15,120,Crew,13-02-2025,Missed connections,Delayed
AS997,JetBlue Airways,ATL,DEN,13-01-2025 15:15,13-01-2025 15:15,0,None,13-01-2025,Minimal,On-time
JB881,Delta Air Lines,DEN,LAX,29-01-2025 11:15,29-01-2025 11:15,0,None,29-01-2025,Minimal,On-time
UA480,United Airlines,PHX,ORD,01-03-2025 03:45,01-03-2025 03:55,10,Late Aircraft,01-03-2025,Minimal,Delayed
JB222,Alaska Airlines,SFO,PHX,08-02-2025 13:00,08-02-2025 13:00,0,None,08-02-2025,Minimal,On-time
DL450,Southwest Airlines,PHX,SEA,19-01-2025 10:15,19-01-2025 10:15,0,None,19-01-2025,Minimal,On-time
AS281,United Airlines,JFK,LAX,27-02-2025 08:15,27-02-2025 08:15,0,None,27-02-2025,Minimal,On-time
DL601,American Airlines,ATL,SEA,23-03-2025 13:45,23-03-2025 15:45,120,Late Aircraft,23-03-2025,Major impact,Delayed
DL848,United Airlines,JFK,SFO,07-04-2025 16:15,07-04-2025 16:20,5,Technical,07-04-2025,Minimal,Delayed
UA419,Delta Air Lines,LAX,SEA,06-03-2025 18:30,06-03-2025 18:35,5,Crew,06-03-2025,Minimal,Delayed
SW845,JetBlue Airways,PHX,MIA,13-02-2025 13:15,13-02-2025 15:15,120,Crew,13-02-2025,Major impact,Delayed
SW119,Delta Air Lines,DFW,ATL,28-01-2025 23:00,28-01-2025 23:15,15,Weather,28-01-2025,Minimal,Delayed
AS911,American Airlines,SFO,ORD,09-04-2025 17:00,09-04-2025 17:05,5,Weather,09-04-2025,Minimal,Delayed
AA149,Alaska Airlines,LAX,SEA,26-02-2025 12:00,26-02-2025 14:00,120,Technical,26-02-2025,Major impact,Delayed
AS109,United Airlines,SFO,LAX,26-03-2025 16:30,26-03-2025 16:45,15,Late Aircraft,26-03-2025,Minimal,Delayed
AA623,Alaska Airlines,PHX,LAX,06-02-2025 03:00,06-02-2025 03:30,30,Crew,06-02-2025,Moderate,Delayed
DL466,Alaska Airlines,SFO,ORD,21-01-2025 01:45,21-01-2025 01:45,0,None,21-01-2025,Minimal,On-time
SW438,Delta Air Lines,JFK,LAX,27-03-2025 02:00,27-03-2025 02:00,0,None,27-03-2025,Minimal,On-time
DL192,JetBlue Airways,LAX,ATL,26-04-2025 08:15,26-04-2025 09:00,45,Crew,26-04-2025,Moderate,Delayed
AA932,Delta Air Lines,JFK,DEN,16-02-2025 21:30,16-02-2025 21:40,10,Weather,16-02-2025,Minimal,Delayed
AA109,Delta Air Lines,ATL,SFO,15-02-2025 14:30,15-02-2025 14:30,0,None,15-02-2025,Minimal,On-time
UA287,American Airlines,SFO,SEA,28-02-2025 08:45,28-02-2025 10:45,120,Late Aircraft,28-02-2025,Major impact,Delayed
AS843,American Airlines,ATL,LAX,23-02-2025 18:45,23-02-2025 18:45,0,None,23-02-2025,Minimal,On-time
DL725,Southwest Airlines,DEN,JFK,21-04-2025 21:15,21-04-2025 23:15,120,Weather,21-04-2025,Missed connections,Delayed
AA367,Alaska Airlines,DEN,JFK,01-04-2025 21:15,01-04-2025 21:15,0,None,01-04-2025,Minimal,On-time
UA631,JetBlue Airways,PHX,LAX,25-02-2025 21:15,,,Technical,25-02-2025,Missed connections,Cancelled
SW990,Delta Air Lines,LAX,MIA,11-02-2025 07:30,11-02-2025 07:30,0,None,11-02-2025,Minimal,On-time
DL663,Alaska Airlines,SFO,SEA,15-04-2025 07:00,15-04-2025 09:00,120,Weather,15-04-2025,Missed connections,Delayed
AA609,Alaska Airlines,JFK,ATL,21-02-2025 13:00,21-02-2025 13:05,5,Weather,21-02-2025,Minimal,Delayed
JB752,United Airlines,MIA,PHX,27-01-2025 20:45,27-01-2025 20:45,0,None,27-01-2025,Minimal,On-time
AA936,Delta Air Lines,SEA,DEN,13-03-2025 19:45,13-03-2025 19:45,0,None,13-03-2025,Minimal,On-time
SW216,American Airlines,DFW,JFK,13-02-2025 11:30,13-02-2025 12:30,60,Weather,13-02-2025,Moderate,Delayed
DL604,Delta Air Lines,SFO,LAX,02-02-2025 19:15,02-02-2025 20:45,90,Technical,02-02-2025,Missed connections,Delayed
DL833,United Airlines,LAX,SEA,06-01-2025 20:00,06-01-2025 20:00,0,None,06-01-2025,Minimal,On-time
AS703,JetBlue Airways,ATL,MIA,01-01-2025 16:00,01-01-2025 17:30,90,Security,01-01-2025,Missed connections,Delayed
DL808,JetBlue Airways,ATL,DFW,14-01-2025 12:30,14-01-2025 14:00,90,Late Aircraft,14-01-2025,Major impact,Delayed
UA401,Southwest Airlines,ATL,DFW,22-02-2025 19:30,22-02-2025 19:30,0,None,22-02-2025,Minimal,On-time
UA828,Alaska Airlines,MIA,DFW,26-01-2025 06:30,26-01-2025 06:45,15,Technical,26-01-2025,Minimal,Delayed
AS752,United Airlines,LAX,SFO,13-03-2025 15:45,13-03-2025 18:45,180,Crew,13-03-2025,Missed connections,Delayed
JB209,American Airlines,SFO,ATL,07-01-2025 21:00,07-01-2025 21:15,15,Crew,07-01-2025,Minimal,Delayed
DL959,American Airlines,ORD,DFW,07-04-2025 17:00,07-04-2025 19:00,120,Weather,07-04-2025,Major impact,Delayed
JB498,Delta Air Lines,MIA,ORD,30-03-2025 21:00,30-03-2025 21:00,0,None,30-03-2025,Minimal,On-time
AS420,JetBlue Airways,JFK,LAX,06-04-2025 08:15,06-04-2025 10:15,120,Technical,06-04-2025,Missed connections,Delayed
JB856,JetBlue Airways,DFW,ORD,07-02-2025 14:15,07-02-2025 14:15,0,None,07-02-2025,Minimal,On-time
DL852,JetBlue Airways,LAX,SEA,06-01-2025 13:30,06-01-2025 13:45,15,Technical,06-01-2025,Minimal,Delayed
UA105,United Airlines,SEA,ATL,06-01-2025 04:30,06-01-2025 05:15,45,Late Aircraft,06-01-2025,Moderate,Delayed
JB466,American Airlines,DEN,PHX,29-01-2025 05:00,29-01-2025 05:00,0,None,29-01-2025,Minimal,On-time
JB649,Southwest Airlines,LAX,SFO,29-01-2025 06:30,29-01-2025 07:15,45,Technical,29-01-2025,Moderate,Delayed
JB643,Southwest Airlines,MIA,JFK,15-01-2025 21:30,15-01-2025 22:00,30,Weather,15-01-2025,Moderate,Delayed
UA490,American Airlines,SFO,ORD,11-03-2025 23:30,12-03-2025 02:30,180,Crew,11-03-2025,Missed connections,Delayed
UA767,Delta Air Lines,DEN,PHX,11-01-2025 03:15,11-01-2025 03:15,0,None,11-01-2025,Minimal,On-time
JB107,Alaska Airlines,LAX,ORD,27-03-2025 20:15,27-03-2025 20:15,0,None,27-03-2025,Minimal,On-time
AA310,JetBlue Airways,SFO,LAX,06-04-2025 21:15,06-04-2025 22:15,60,Weather,06-04-2025,Moderate,Delayed
AA282,United Airlines,MIA,LAX,15-03-2025 07:30,15-03-2025 09:30,120,Late Aircraft,15-03-2025,Missed connections,Delayed
SW789,American Airlines,MIA,JFK,24-03-2025 23:00,24-03-2025 23:00,0,None,24-03-2025,Minimal,On-time
AS968,American Airlines,DEN,PHX,14-01-2025 09:30,14-01-2025 10:15,45,Late Aircraft,14-01-2025,Moderate,Delayed
AS131,Southwest Airlines,ATL,PHX,29-01-2025 04:45,29-01-2025 04:45,0,None,29-01-2025,Minimal,On-time
UA749,Delta Air Lines,ORD,SFO,02-01-2025 17:15,02-01-2025 17:20,5,Security,02-01-2025,Minimal,Delayed
JB660,American Airlines,ORD,DFW,06-04-2025 23:30,07-04-2025 02:30,180,Technical,06-04-2025,Major impact,Delayed
JB954,United Airlines,DFW,LAX,24-01-2025 21:00,24-01-2025 21:00,0,None,24-01-2025,Minimal,On-time
JB572,Alaska Airlines,MIA,LAX,07-02-2025 21:00,07-02-2025 21:30,30,Security,07-02-2025,Moderate,Delayed
UA465,Delta Air Lines,DFW,LAX,06-02-2025 19:00,06-02-2025 19:00,0,None,06-02-2025,Minimal,On-time
SW436,JetBlue Airways,ORD,ATL,14-03-2025 18:30,14-03-2025 18:30,0,None,14-03-2025,Minimal,On-time
DL104,United Airlines,DFW,ORD,02-04-2025 23:45,03-04-2025 00:45,60,Technical,02-04-2025,Moderate,Delayed
UA998,Southwest Airlines,SEA,MIA,15-02-2025 09:45,15-02-2025 10:00,15,Security,15-02-2025,Minimal,Delayed
UA979,Delta Air Lines,MIA,DFW,03-02-2025 23:00,03-02-2025 23:00,0,None,03-02-2025,Minimal,On-time
JB746,American Airlines,PHX,SFO,09-04-2025 18:15,09-04-2025 18:15,0,None,09-04-2025,Minimal,On-time
JB652,Southwest Airlines,ATL,SFO,20-02-2025 07:30,20-02-2025 10:30,180,Security,20-02-2025,Major impact,Delayed
JB110,Alaska Airlines,DFW,ATL,07-04-2025 16:15,07-04-2025 16:30,15,Security,07-04-2025,Minimal,Delayed
AS993,Delta Air Lines,SEA,DEN,06-01-2025 07:45,06-01-2025 08:30,45,Crew,06-01-2025,Moderate,Delayed
AS311,JetBlue Airways,DEN,SEA,02-03-2025 14:00,02-03-2025 15:00,60,Weather,02-03-2025,Moderate,Delayed
